month,floor_area_sqm,resale_price,age
2020-01-01,99,515000,21
2020-01-01,93,440000,5
2020-01-01,92,475000,5
2020-01-01,92,450000,5
2020-01-01,93,412000,5
2020-01-01,93,480000,5
2020-01-01,92,422000,5
2020-01-01,92,485000,5
2020-01-01,92,486488,5
2020-01-01,99,490000,21
2020-01-01,90,420000,16
2020-01-01,92,443000,5
2020-01-01,121,440000,23
2020-01-01,122,395000,31
2020-01-01,121,520000,21
2020-01-01,110,540000,17
2020-01-01,113,530000,5
2020-01-01,113,485000,5
2020-01-01,113,490000,5
2020-01-01,113,508888,5
2020-01-01,113,530000,5
2020-01-01,112,555888,5
2020-01-01,112,533000,5
2020-01-01,112,565000,5
2020-01-01,112,545000,5
2020-01-01,112,595000,5
2020-01-01,112,500000,5
2020-01-01,110,430000,19
2020-01-01,146,580000,32
2020-01-01,146,545000,32
2020-01-01,142,545000,23
2020-01-01,146,610000,31
2020-01-01,144,580000,32
2020-01-01,155,720000,32
2020-01-01,130,480000,18
2020-01-01,128,460000,18
2020-01-01,128,443000,17
2020-01-01,130,575000,19
2020-01-01,76,480888,46
2020-01-01,91,560058,46
2020-01-01,104,618000,31
2020-01-01,123,850000,46
2020-01-01,75,368000,36
2020-01-01,67,360000,36
2020-01-01,67,370000,46
2020-01-01,60,414000,42
2020-01-01,72,375000,35
2020-01-01,95,958000,9
2020-01-01,101,465000,37
2020-01-01,46,220000,9
2020-01-01,47,212000,5
2020-01-01,47,215000,5
2020-01-01,67,310000,7
2020-01-01,73,245000,31
2020-01-01,73,250000,31
2020-01-01,104,305000,30
2020-01-01,103,352888,30
2020-01-01,103,340000,30
2020-01-01,104,325000,28
2020-01-01,104,345000,27
2020-01-01,106,365000,27
2020-01-01,104,310000,28
2020-01-01,108,388000,27
2020-01-01,106,355000,27
2020-01-01,105,325000,20
2020-01-01,91,323288,23
2020-01-01,90,311000,23
2020-01-01,103,325000,20
2020-01-01,92,390000,7
2020-01-01,101,343000,21
2020-01-01,101,340000,21
2020-01-01,90,326000,17
2020-01-01,103,350000,21
2020-01-01,85,317000,18
2020-01-01,86,300000,18
2020-01-01,105,310000,21
2020-01-01,103,325000,21
2020-01-01,104,323000,31
2020-01-01,114,370000,31
2020-01-01,111,340000,30
2020-01-01,90,313000,18
2020-01-01,106,338000,25
2020-01-01,92,440000,5
2020-01-01,109,350000,25
2020-01-01,102,303000,36
2020-01-01,104,315000,31
2020-01-01,104,323000,31
2020-01-01,106,288000,31
2020-01-01,104,318000,31
2020-01-01,106,350000,31
2020-01-01,99,315000,42
2020-01-01,126,420000,27
2020-01-01,126,446000,27
2020-01-01,119,390000,23
2020-01-01,117,400000,21
2020-01-01,110,378000,17
2020-01-01,123,390000,21
2020-01-01,110,340000,17
2020-01-01,110,360000,18
2020-01-01,124,420000,20
2020-01-01,110,340000,17
2020-01-01,122,430000,31
2020-01-01,122,418000,31
2020-01-01,111,353000,17
2020-01-01,133,515000,27
2020-01-01,121,423888,24
2020-01-01,134,496800,24
2020-01-01,124,410000,25
2020-01-01,127,403000,26
2020-01-01,135,425000,26
2020-01-01,129,390000,25
2020-01-01,133,468000,24
2020-01-01,121,488000,23
2020-01-01,133,418000,24
2020-01-01,131,500000,24
2020-01-01,122,480000,23
2020-01-01,119,365000,41
2020-01-01,119,358888,41
2020-01-01,134,445000,41
2020-01-01,146,590000,31
2020-01-01,146,516000,30
2020-01-01,141,535000,21
2020-01-01,146,575000,30
2020-01-01,142,515000,20
2020-01-01,143,450000,21
2020-01-01,141,535000,20
2020-01-01,146,545000,25
2020-01-01,152,622000,24
2020-01-01,50,318000,7
2020-01-01,67,323888,42
2020-01-01,67,330888,42
2020-01-01,67,350000,42
2020-01-01,68,285000,39
2020-01-01,67,315000,42
2020-01-01,68,235000,40
2020-01-01,67,255000,35
2020-01-01,67,276000,42
2020-01-01,100,625000,7
2020-01-01,92,408000,42
2020-01-01,86,628000,18
2020-01-01,96,860000,8
2020-01-01,91,705000,18
2020-01-01,82,752000,6
2020-01-01,82,772000,6
2020-01-01,81,726000,6
2020-01-01,81,790000,6
2020-01-01,81,722000,6
2020-01-01,80,716666,6
2020-01-01,92,380000,41
2020-01-01,104,580000,36
2020-01-01,108,560000,36
2020-01-01,104,360000,37
2020-01-01,91,340000,40
2020-01-01,92,360000,42
2020-01-01,83,322888,42
2020-01-01,125,680000,42
2020-01-01,121,895000,7
2020-01-01,116,1000000,8
2020-01-01,121,560000,33
2020-01-01,121,498000,41
2020-01-01,118,600000,39
2020-01-01,147,840000,35
2020-01-01,45,200000,34
2020-01-01,46,185000,47
2020-01-01,68,340000,39
2020-01-01,60.3,215000,53
2020-01-01,60.3,200000,53
2020-01-01,60.3,212000,53
2020-01-01,56,203000,53
2020-01-01,52,205000,49
2020-01-01,56,180000,51
2020-01-01,56,225000,51
2020-01-01,63.1,200000,49
2020-01-01,58,212000,48
2020-01-01,56,195000,51
2020-01-01,56,219500,53
2020-01-01,52,173000,49
2020-01-01,59,230000,43
2020-01-01,60,461000,14
2020-01-01,66,260000,38
2020-01-01,75,338000,37
2020-01-01,76,355000,44
2020-01-01,59,295000,38
2020-01-01,62,293000,51
2020-01-01,65,300000,39
2020-01-01,64,330000,20
2020-01-01,64,300000,20
2020-01-01,92,460000,35
2020-01-01,101,520000,22
2020-01-01,102,671000,36
2020-01-01,111,668000,37
2020-01-01,91,415000,43
2020-01-01,91,435000,42
2020-01-01,90,745000,13
2020-01-01,85,650000,15
2020-01-01,108,458000,31
2020-01-01,89,390000,34
2020-01-01,84,338000,34
2020-01-01,84,380000,35
2020-01-01,84,380000,35
2020-01-01,121,630000,37
2020-01-01,123,420000,43
2020-01-01,120,660088,38
2020-01-01,122,500000,34
2020-01-01,122,438000,35
2020-01-01,144,640000,33
2020-01-01,149,818000,35
2020-01-01,68,305000,5
2020-01-01,67,248000,39
2020-01-01,67,235000,42
2020-01-01,59,228000,45
2020-01-01,59,220000,45
2020-01-01,67,235000,42
2020-01-01,59,208000,45
2020-01-01,82,338000,38
2020-01-01,74,290000,33
2020-01-01,67,268000,37
2020-01-01,71,264000,35
2020-01-01,60,260000,35
2020-01-01,60,260000,33
2020-01-01,64,258000,34
2020-01-01,69,269888,35
2020-01-01,74,300000,33
2020-01-01,64,268888,34
2020-01-01,74,293000,33
2020-01-01,74,270000,35
2020-01-01,64,265000,34
2020-01-01,67,470000,6
2020-01-01,68,371000,4
2020-01-01,68,375000,4
2020-01-01,68,350000,4
2020-01-01,67,388000,4
2020-01-01,90,345000,17
2020-01-01,90,343000,17
2020-01-01,90,345000,17
2020-01-01,93,460000,5
2020-01-01,93,440000,5
2020-01-01,103,380000,23
2020-01-01,102,385000,23
2020-01-01,104,450000,36
2020-01-01,105,385000,28
2020-01-01,110,400000,31
2020-01-01,103,413000,34
2020-01-01,91,309000,35
2020-01-01,93,348000,35
2020-01-01,95,308000,35
2020-01-01,93,365000,36
2020-01-01,84,340000,34
2020-01-01,104,395000,28
2020-01-01,84,325000,33
2020-01-01,99,310000,35
2020-01-01,84,352000,33
2020-01-01,110,365000,31
2020-01-01,84,361000,33
2020-01-01,100,382000,22
2020-01-01,98,540000,23
2020-01-01,104,360000,36
2020-01-01,106,350000,28
2020-01-01,104,381000,33
2020-01-01,100,379000,22
2020-01-01,92,370000,22
2020-01-01,101,380000,21
2020-01-01,103,415888,36
2020-01-01,92,405000,5
2020-01-01,92,700000,6
2020-01-01,92,520000,4
2020-01-01,92,478000,4
2020-01-01,92,450000,4
2020-01-01,134,660000,37
2020-01-01,121,550000,32
2020-01-01,121,495000,33
2020-01-01,116,490000,21
2020-01-01,121,450000,21
2020-01-01,115,635000,23
2020-01-01,116,650000,23
2020-01-01,121,495000,36
2020-01-01,136,525000,36
2020-01-01,117,505000,23
2020-01-01,121,470000,33
2020-01-01,120,483000,22
2020-01-01,116,475000,21
2020-01-01,121,480000,23
2020-01-01,121,455000,22
2020-01-01,116,428000,21
2020-01-01,120,534000,22
2020-01-01,132,500000,35
2020-01-01,112,540000,5
2020-01-01,112,830000,6
2020-01-01,112,620000,5
2020-01-01,115,675000,4
2020-01-01,115,692000,4
2020-01-01,150,655000,35
2020-01-01,142,670000,34
2020-01-01,147,590000,32
2020-01-01,147,605000,34
2020-01-01,146,740000,29
2020-01-01,142,585000,36
2020-01-01,148,853000,28
2020-01-01,146,786888,28
2020-01-01,148,620000,28
2020-01-01,155,663000,35
2020-01-01,157,690000,36
2020-01-01,44,268000,6
2020-01-01,67,270000,34
2020-01-01,67,260000,35
2020-01-01,71,288000,37
2020-01-01,68,250000,38
2020-01-01,67,268000,37
2020-01-01,72,355000,7
2020-01-01,67,220000,54
2020-01-01,104,330000,37
2020-01-01,91,398000,36
2020-01-01,93,365000,38
2020-01-01,95,379000,38
2020-01-01,95,330000,38
2020-01-01,99,380000,37
2020-01-01,103,340000,36
2020-01-01,98,390000,37
2020-01-01,105,355000,37
2020-01-01,108,375000,36
2020-01-01,83,295000,33
2020-01-01,87,470000,7
2020-01-01,99,310000,39
2020-01-01,92,355000,7
2020-01-01,92,465000,7
2020-01-01,100,525000,22
2020-01-01,101,430000,21
2020-01-01,120,550000,39
2020-01-01,120,535000,36
2020-01-01,120,630000,31
2020-01-01,118,480000,35
2020-01-01,121,410000,35
2020-01-01,132,458000,37
2020-01-01,117,410000,41
2020-01-01,120,470000,22
2020-01-01,149,535000,35
2020-01-01,146,555000,34
2020-01-01,146,505000,34
2020-01-01,144,810000,22
2020-01-01,144,820000,22
2020-01-01,47,220000,6
2020-01-01,68,345000,5
2020-01-01,68,352000,5
2020-01-01,59,205000,42
2020-01-01,59,211000,42
2020-01-01,65,210000,46
2020-01-01,65,240000,44
2020-01-01,65,205000,44
2020-01-01,65,221000,44
2020-01-01,65,200000,44
2020-01-01,67,220000,48
2020-01-01,74,260000,36
2020-01-01,74,250000,36
2020-01-01,67,290000,38
2020-01-01,73,270000,31
2020-01-01,73,265000,31
2020-01-01,67,426500,6
2020-01-01,92,373000,5
2020-01-01,93,416000,6
2020-01-01,93,400000,6
2020-01-01,115,412000,25
2020-01-01,93,480000,5
2020-01-01,115,367000,25
2020-01-01,93,460000,6
2020-01-01,106,469000,22
2020-01-01,104,468000,22
2020-01-01,102,418000,22
2020-01-01,93,347000,17
2020-01-01,90,300000,18
2020-01-01,90,330000,18
2020-01-01,91,320000,35
2020-01-01,103,372000,36
2020-01-01,104,310000,36
2020-01-01,103,308000,35
2020-01-01,109,306000,35
2020-01-01,103,330000,36
2020-01-01,84,315000,35
2020-01-01,103,420000,36
2020-01-01,106,385000,36
2020-01-01,85,380000,18
2020-01-01,100,390000,22
2020-01-01,91,388000,19
2020-01-01,95,370000,19
2020-01-01,94,408000,19
2020-01-01,86,380000,20
2020-01-01,91,355000,20
2020-01-01,85,350000,20
2020-01-01,91,386000,19
2020-01-01,90,352000,20
2020-01-01,91,365000,19
2020-01-01,104,355000,24
2020-01-01,106,315000,27
2020-01-01,109,310000,27
2020-01-01,104,310000,30
2020-01-01,108,310000,24
2020-01-01,106,325000,27
2020-01-01,104,308000,30
2020-01-01,104,310000,32
2020-01-01,105,292000,31
2020-01-01,104,300000,32
2020-01-01,104,282000,32
2020-01-01,104,318000,32
2020-01-01,93,360000,12
2020-01-01,93,418000,14
2020-01-01,93,370000,12
2020-01-01,103,353000,23
2020-01-01,94,410000,10
2020-01-01,92,415000,10
2020-01-01,94,355000,10
2020-01-01,91,620000,6
2020-01-01,91,645000,6
2020-01-01,93,437000,5
2020-01-01,93,372000,5
2020-01-01,96,381000,19
2020-01-01,112,505000,5
2020-01-01,112,490000,5
2020-01-01,121,353009,44
2020-01-01,127,425000,25
2020-01-01,127,405000,25
2020-01-01,120,475000,23
2020-01-01,111,380888,18
2020-01-01,121,365000,31
2020-01-01,115,412800,20
2020-01-01,112,420888,17
2020-01-01,112,408000,17
2020-01-01,111,361000,18
2020-01-01,133,379000,36
2020-01-01,135,399998,35
2020-01-01,136,398000,36
2020-01-01,134,390000,36
2020-01-01,110,470000,18
2020-01-01,120,464000,22
2020-01-01,110,500000,19
2020-01-01,110,420000,12
2020-01-01,110,436800,19
2020-01-01,110,508000,19
2020-01-01,110,526888,20
2020-01-01,113,458000,19
2020-01-01,110,400000,19
2020-01-01,110,435000,19
2020-01-01,110,445000,20
2020-01-01,110,428888,20
2020-01-01,128,365000,25
2020-01-01,126,430000,25
2020-01-01,122,380000,30
2020-01-01,127,432000,24
2020-01-01,127,350000,27
2020-01-01,126,333000,27
2020-01-01,124,380000,27
2020-01-01,122,388000,31
2020-01-01,127,385000,27
2020-01-01,125,360000,24
2020-01-01,121,332000,31
2020-01-01,122,358000,32
2020-01-01,132,380000,31
2020-01-01,122,410000,31
2020-01-01,112,478000,14
2020-01-01,119,508000,23
2020-01-01,108,720000,6
2020-01-01,113,560000,5
2020-01-01,115,428888,19
2020-01-01,116,472000,19
2020-01-01,134,559000,20
2020-01-01,147,630000,22
2020-01-01,151,580000,35
2020-01-01,150,527000,35
2020-01-01,157,490000,34
2020-01-01,132,530000,19
2020-01-01,132,520000,19
2020-01-01,131,680000,20
2020-01-01,130,560000,20
2020-01-01,148,566000,27
2020-01-01,154,570000,25
2020-01-01,150,520000,25
2020-01-01,145,465000,27
2020-01-01,147,483888,27
2020-01-01,141,436000,31
2020-01-01,145,520000,32
2020-01-01,68,320000,41
2020-01-01,65,270000,46
2020-01-01,63,285000,39
2020-01-01,63,258000,39
2020-01-01,68,308000,48
2020-01-01,69,500000,8
2020-01-01,65,270000,46
2020-01-01,65,282000,46
2020-01-01,67,362000,44
2020-01-01,67,390000,44
2020-01-01,56,215000,49
2020-01-01,56,198000,49
2020-01-01,118,855000,48
2020-01-01,81,720000,48
2020-01-01,60,328000,41
2020-01-01,63,355000,34
2020-01-01,65,280000,46
2020-01-01,66,305000,39
2020-01-01,77,490000,45
2020-01-01,108,650000,24
2020-01-01,90,616500,16
2020-01-01,90,630000,16
2020-01-01,92,460000,41
2020-01-01,85,695000,17
2020-01-01,107,518000,31
2020-01-01,90,715000,15
2020-01-01,103,490000,33
2020-01-01,83,435000,33
2020-01-01,82,353000,44
2020-01-01,90,725000,14
2020-01-01,88,439000,45
2020-01-01,90,728000,14
2020-01-01,91,365000,46
2020-01-01,87,340000,46
2020-01-01,87,340000,46
2020-01-01,122,707400,39
2020-01-01,121,750000,21
2020-01-01,117,565000,46
2020-01-01,131,750000,34
2020-01-01,139,665000,36
2020-01-01,105,690000,16
2020-01-01,124,560000,24
2020-01-01,118,680000,36
2020-01-01,118,550000,36
2020-01-01,114,482000,44
2020-01-01,146,840000,26
2020-01-01,153,738000,36
2020-01-01,154,730000,36
2020-01-01,154,723000,36
2020-01-01,65,290000,45
2020-01-01,68,328000,44
2020-01-01,65,370000,44
2020-01-01,65,298000,44
2020-01-01,65,325000,45
2020-01-01,65,335000,45
2020-01-01,65,306000,45
2020-01-01,88,475000,45
2020-01-01,82,465000,44
2020-01-01,88,475000,45
2020-01-01,88,535000,45
2020-01-01,47,280000,5
2020-01-01,47,255000,5
2020-01-01,68,372500,5
2020-01-01,68,404000,5
2020-01-01,68,368000,5
2020-01-01,68,380000,5
2020-01-01,68,380000,5
2020-01-01,68,380000,5
2020-01-01,110,380000,25
2020-01-01,114,460000,24
2020-01-01,106,410000,27
2020-01-01,103,372000,28
2020-01-01,105,410000,31
2020-01-01,84,357000,32
2020-01-01,105,380000,31
2020-01-01,104,420000,31
2020-01-01,106,390000,30
2020-01-01,105,365000,31
2020-01-01,106,380000,30
2020-01-01,93,542000,5
2020-01-01,93,510000,5
2020-01-01,93,580000,5
2020-01-01,93,530000,5
2020-01-01,93,540000,5
2020-01-01,93,570000,5
2020-01-01,93,553000,5
2020-01-01,93,535000,5
2020-01-01,93,520000,5
2020-01-01,93,510000,5
2020-01-01,93,560000,5
2020-01-01,93,503000,5
2020-01-01,93,500000,5
2020-01-01,93,530000,5
2020-01-01,104,415000,24
2020-01-01,128,475000,24
