month,floor_area_sqm,resale_price,age
2021-01-01,128,670000,25
2021-01-01,110,768000,15
2021-01-01,110,820000,15
2021-01-01,112,870000,10
2021-01-01,117,868000,10
2021-01-01,112,830000,10
2021-01-01,110,816800,19
2021-01-01,112,880000,10
2021-01-01,163,950000,41
2021-01-01,147,795000,25
2021-01-01,150,680000,41
2021-01-01,45,225000,36
2021-01-01,47,275000,5
2021-01-01,69,456000,11
2021-01-01,67,300000,42
2021-01-01,67,287000,42
2021-01-01,67,288000,43
2021-01-01,67,305000,43
2021-01-01,68,325000,41
2021-01-01,67,280000,44
2021-01-01,67,290000,44
2021-01-01,67,270000,42
2021-01-01,73,313000,43
2021-01-01,67,300000,44
2021-01-01,59,270000,43
2021-01-01,59,255000,43
2021-01-01,60,260000,35
2021-01-01,59,248000,43
2021-01-01,68,308000,42
2021-01-01,73,383000,42
2021-01-01,68,325000,42
2021-01-01,67,312000,43
2021-01-01,67,273000,43
2021-01-01,82,320000,42
2021-01-01,67,288000,42
2021-01-01,68,265000,41
2021-01-01,67,300000,42
2021-01-01,68,290000,41
2021-01-01,60,278000,35
2021-01-01,67,295000,36
2021-01-01,68,295000,40
2021-01-01,73,320000,39
2021-01-01,60,255000,35
2021-01-01,73,340000,44
2021-01-01,59,268000,45
2021-01-01,88,360000,43
2021-01-01,73,328000,43
2021-01-01,67,335000,43
2021-01-01,67,338000,43
2021-01-01,67,285000,43
2021-01-01,75,320000,38
2021-01-01,76,296000,37
2021-01-01,76,325000,37
2021-01-01,68,490000,5
2021-01-01,67,310000,36
2021-01-01,65,300000,44
2021-01-01,65,275000,44
2021-01-01,97,700000,11
2021-01-01,94,588000,11
2021-01-01,97,670000,11
2021-01-01,97,618000,11
2021-01-01,87,668000,11
2021-01-01,91,380000,42
2021-01-01,92,340000,42
2021-01-01,92,410000,41
2021-01-01,92,428000,43
2021-01-01,92,455000,43
2021-01-01,92,360000,42
2021-01-01,92,340000,42
2021-01-01,92,530000,16
2021-01-01,92,418888,42
2021-01-01,92,560000,16
2021-01-01,92,440000,43
2021-01-01,92,355000,41
2021-01-01,92,389500,41
2021-01-01,87,680000,7
2021-01-01,87,650000,7
2021-01-01,91,385000,36
2021-01-01,93,410000,40
2021-01-01,84,410000,34
2021-01-01,84,360000,34
2021-01-01,83,375000,34
2021-01-01,84,375000,35
2021-01-01,104,410000,34
2021-01-01,104,420000,37
2021-01-01,104,415000,40
2021-01-01,103,394000,34
2021-01-01,91,395000,40
2021-01-01,84,368888,34
2021-01-01,105,505000,21
2021-01-01,105,560500,21
2021-01-01,105,523000,21
2021-01-01,105,558000,21
2021-01-01,105,555000,21
2021-01-01,105,517000,21
2021-01-01,84,340000,44
2021-01-01,84,328000,44
2021-01-01,84,350000,44
2021-01-01,105,480000,36
2021-01-01,104,470000,36
2021-01-01,105,530000,36
2021-01-01,83,410000,36
2021-01-01,88,585000,5
2021-01-01,93,624000,5
2021-01-01,93,654000,5
2021-01-01,93,655000,5
2021-01-01,93,660000,5
2021-01-01,88,600000,5
2021-01-01,93,685000,5
2021-01-01,90,500000,20
2021-01-01,93,640000,5
2021-01-01,92,380000,41
2021-01-01,92,385000,41
2021-01-01,92,350000,41
2021-01-01,94,376000,40
2021-01-01,98,372000,40
2021-01-01,92,380000,41
2021-01-01,92,418000,43
2021-01-01,84,376000,44
2021-01-01,112,838000,11
2021-01-01,121,513000,41
2021-01-01,121,521000,41
2021-01-01,119,608000,42
2021-01-01,117,528000,42
2021-01-01,123,540000,43
2021-01-01,123,500000,43
2021-01-01,121,658000,23
2021-01-01,117,438000,43
2021-01-01,105,810000,7
2021-01-01,120,468000,39
2021-01-01,121,475000,36
2021-01-01,122,500000,35
2021-01-01,122,480000,35
2021-01-01,123,460000,36
2021-01-01,121,440000,39
2021-01-01,126,458000,39
2021-01-01,115,650000,21
2021-01-01,115,612000,21
2021-01-01,117,622000,21
2021-01-01,118,725000,43
2021-01-01,122,510000,36
2021-01-01,119,595000,46
2021-01-01,113,790000,5
2021-01-01,133,520000,38
2021-01-01,128,648000,28
2021-01-01,121,480000,40
2021-01-01,124,630000,25
2021-01-01,133,648000,25
2021-01-01,129,810000,32
2021-01-01,122,750000,32
2021-01-01,118,530000,44
2021-01-01,118,700000,44
2021-01-01,118,480000,44
2021-01-01,143,740000,28
2021-01-01,144,743000,28
2021-01-01,144,773000,28
2021-01-01,150,660000,36
2021-01-01,147,755000,28
2021-01-01,144,740888,28
2021-01-01,145,690000,25
2021-01-01,154,890000,32
2021-01-01,150,875000,32
2021-01-01,64,400000,35
2021-01-01,64,345000,36
2021-01-01,64,385000,33
2021-01-01,67,407500,36
2021-01-01,64,375000,35
2021-01-01,84,455000,34
2021-01-01,113,780000,32
2021-01-01,105,580000,35
2021-01-01,104,600000,36
2021-01-01,104,550000,35
2021-01-01,84,490000,35
2021-01-01,105,625000,35
2021-01-01,104,600000,35
2021-01-01,104,570000,35
2021-01-01,104,630000,36
2021-01-01,105,570000,35
2021-01-01,84,410000,33
2021-01-01,88,550000,33
2021-01-01,114,538000,29
2021-01-01,104,500000,29
2021-01-01,103,520000,29
2021-01-01,102,595000,23
2021-01-01,103,475000,29
2021-01-01,105,530000,29
2021-01-01,103,582000,29
2021-01-01,103,525000,29
2021-01-01,95,858000,10
2021-01-01,108,660000,29
2021-01-01,99,563000,36
2021-01-01,89,555000,34
2021-01-01,95,480000,31
2021-01-01,95,528000,31
2021-01-01,84,480000,34
2021-01-01,109,670000,31
2021-01-01,122,675000,33
2021-01-01,121,640000,34
2021-01-01,121,793888,34
2021-01-01,121,715000,33
2021-01-01,121,688000,34
2021-01-01,121,770000,34
2021-01-01,121,720000,33
2021-01-01,121,628000,33
2021-01-01,131,740000,33
2021-01-01,121,850000,34
2021-01-01,133,800000,29
2021-01-01,120,1210000,10
2021-01-01,120,990000,10
2021-01-01,132,765000,29
2021-01-01,120,938000,10
2021-01-01,120,723000,35
2021-01-01,144,1028000,35
2021-01-01,144,770000,35
2021-01-01,146,840000,29
2021-01-01,146,968000,29
2021-01-01,187,910000,31
2021-01-01,73,288000,36
2021-01-01,67,305000,36
2021-01-01,68,288000,37
2021-01-01,67,293000,37
2021-01-01,73,301688,36
2021-01-01,64,282500,33
2021-01-01,68,285000,36
2021-01-01,68,270000,35
2021-01-01,68,310000,35
2021-01-01,68,330000,36
2021-01-01,73,291000,35
2021-01-01,73,278000,34
2021-01-01,73,285000,34
2021-01-01,73,315000,35
2021-01-01,73,308000,35
2021-01-01,73,265000,35
2021-01-01,68,301000,37
2021-01-01,73,275000,37
2021-01-01,68,300000,37
2021-01-01,73,285000,37
2021-01-01,67,280000,36
2021-01-01,74,260000,37
2021-01-01,103,425000,23
2021-01-01,104,375000,36
2021-01-01,93,375000,36
2021-01-01,97,400000,36
2021-01-01,93,350000,36
2021-01-01,104,448000,36
2021-01-01,116,460000,36
2021-01-01,92,380000,23
2021-01-01,104,370000,36
2021-01-01,93,358000,35
2021-01-01,84,352000,35
2021-01-01,84,330000,35
2021-01-01,84,350000,34
2021-01-01,92,445000,17
2021-01-01,86,460000,16
2021-01-01,90,452000,17
2021-01-01,92,400000,17
2021-01-01,104,400000,37
2021-01-01,107,410000,32
2021-01-01,119,575000,24
2021-01-01,121,470000,36
2021-01-01,121,465000,36
2021-01-01,149,570000,36
2021-01-01,121,485000,36
2021-01-01,120,586500,24
2021-01-01,121,550000,24
2021-01-01,121,578000,24
2021-01-01,122,490000,35
2021-01-01,122,480000,35
2021-01-01,122,460000,35
2021-01-01,115,505000,17
2021-01-01,118,525000,17
2021-01-01,115,565000,16
2021-01-01,150,516000,36
2021-01-01,145,588000,36
2021-01-01,150,695000,36
2021-01-01,148,655000,37
2021-01-01,150,570000,37
2021-01-01,155,738000,37
2021-01-01,146,635000,37
2021-01-01,141,640000,24
2021-01-01,165,878000,24
2021-01-01,146,635000,35
2021-01-01,148,600000,28
2021-01-01,31,182000,46
2021-01-01,35,210000,50
2021-01-01,49,245000,52
2021-01-01,67,510000,48
2021-01-01,59,340000,50
2021-01-01,59,310000,50
2021-01-01,65,270000,38
2021-01-01,69,356000,38
2021-01-01,74,345000,36
2021-01-01,60,532000,19
2021-01-01,60,480000,19
2021-01-01,72,470000,41
2021-01-01,72,398000,41
2021-01-01,72,439500,41
2021-01-01,73,320000,52
2021-01-01,68,668000,2
2021-01-01,70,290000,46
2021-01-01,65,300000,45
2021-01-01,63,270000,46
2021-01-01,60,235000,54
2021-01-01,59,268000,46
2021-01-01,73,350000,33
2021-01-01,62,560000,8
2021-01-01,75,620000,47
2021-01-01,82,388000,39
2021-01-01,66,345000,51
2021-01-01,54,263000,51
2021-01-01,76,328888,46
2021-01-01,66,275000,38
2021-01-01,76,338000,46
2021-01-01,67,335000,43
2021-01-01,65,312000,45
2021-01-01,65,325000,45
2021-01-01,70,395000,45
2021-01-01,70,238000,45
2021-01-01,68,625000,8
2021-01-01,100,830000,16
2021-01-01,87,935000,5
2021-01-01,103,520000,37
2021-01-01,104,545000,37
2021-01-01,91,640000,36
2021-01-01,74,350000,51
2021-01-01,93,910000,2
2021-01-01,103,550000,34
2021-01-01,103,590000,25
2021-01-01,100,648000,25
2021-01-01,104,500000,37
2021-01-01,90,745000,13
2021-01-01,90,750000,12
2021-01-01,90,760000,12
2021-01-01,90,720000,13
2021-01-01,101,730000,20
2021-01-01,100,770000,20
2021-01-01,87,775000,8
2021-01-01,93,790000,8
2021-01-01,88,805000,8
2021-01-01,90,800000,19
2021-01-01,92,680000,19
2021-01-01,100,640000,20
2021-01-01,100,650000,20
2021-01-01,107,718000,25
2021-01-01,99,588000,19
2021-01-01,98,435000,45
2021-01-01,93,820000,4
2021-01-01,92,420000,43
2021-01-01,117,625000,44
2021-01-01,117,620000,44
2021-01-01,140,1010888,25
2021-01-01,140,963000,25
2021-01-01,132,860000,25
2021-01-01,119,880000,38
2021-01-01,116,800000,15
2021-01-01,117,535000,45
2021-01-01,114,910000,8
2021-01-01,119,650000,42
2021-01-01,110,900000,18
2021-01-01,110,865000,18
2021-01-01,110,750000,12
2021-01-01,110,925000,13
2021-01-01,110,838000,18
2021-01-01,115,885000,20
2021-01-01,115,870000,16
2021-01-01,115,851788,16
2021-01-01,124,750000,42
2021-01-01,117,668000,46
2021-01-01,119,530000,46
2021-01-01,118,635000,43
2021-01-01,117,648000,43
2021-01-01,113,710000,18
2021-01-01,110,813000,18
2021-01-01,114,640000,45
2021-01-01,47,240000,7
2021-01-01,47,290000,8
2021-01-01,68,338000,5
2021-01-01,68,350000,5
2021-01-01,73,305000,33
2021-01-01,73,310000,33
2021-01-01,73,296000,33
2021-01-01,73,298000,33
2021-01-01,73,315000,33
2021-01-01,67,324000,7
2021-01-01,67,350000,7
2021-01-01,67,355000,6
2021-01-01,67,370888,6
2021-01-01,103,338000,33
2021-01-01,109,395888,33
2021-01-01,103,370000,32
2021-01-01,103,370000,32
2021-01-01,93,438000,5
2021-01-01,104,400000,33
2021-01-01,93,485000,5
2021-01-01,93,471000,5
2021-01-01,93,445000,5
2021-01-01,104,395000,32
2021-01-01,93,470000,5
2021-01-01,93,475000,5
2021-01-01,93,465000,5
2021-01-01,93,470000,5
2021-01-01,93,475000,5
2021-01-01,103,417000,23
2021-01-01,92,370000,23
2021-01-01,100,350000,23
2021-01-01,103,350000,23
2021-01-01,91,372000,23
2021-01-01,90,498000,18
2021-01-01,94,593000,18
2021-01-01,91,608000,18
2021-01-01,101,470000,24
2021-01-01,103,430000,34
2021-01-01,103,365000,33
2021-01-01,103,388000,34
2021-01-01,103,390000,34
2021-01-01,106,310000,33
2021-01-01,103,410000,33
2021-01-01,104,413000,33
2021-01-01,91,378000,18
2021-01-01,93,456000,6
2021-01-01,92,455000,6
2021-01-01,93,438888,9
2021-01-01,92,455000,6
2021-01-01,92,415000,6
2021-01-01,93,428000,7
2021-01-01,92,420000,6
2021-01-01,92,420000,6
2021-01-01,92,455000,6
2021-01-01,92,460000,6
2021-01-01,92,438000,6
2021-01-01,92,425000,7
2021-01-01,92,420000,6
2021-01-01,92,452500,6
2021-01-01,93,450000,6
2021-01-01,93,505000,8
2021-01-01,92,480000,6
2021-01-01,92,460000,6
2021-01-01,93,490000,6
2021-01-01,90,415000,16
2021-01-01,93,420000,17
2021-01-01,92,480000,6
2021-01-01,92,495000,6
2021-01-01,91,472000,22
2021-01-01,93,445000,6
2021-01-01,92,448000,6
2021-01-01,93,470000,8
2021-01-01,93,468000,6
2021-01-01,120,538000,22
2021-01-01,121,610000,22
2021-01-01,122,455000,33
2021-01-01,111,535000,20
2021-01-01,111,488000,20
2021-01-01,113,610000,5
2021-01-01,121,425000,32
2021-01-01,113,600000,5
2021-01-01,113,525000,5
2021-01-01,113,555000,5
2021-01-01,121,475000,32
2021-01-01,123,490000,23
2021-01-01,123,450000,23
2021-01-01,130,480000,23
2021-01-01,120,485000,23
2021-01-01,121,440000,23
2021-01-01,110,690000,18
2021-01-01,110,688000,20
2021-01-01,122,470000,33
2021-01-01,111,430000,18
2021-01-01,110,418000,19
2021-01-01,112,405000,18
2021-01-01,113,560000,6
2021-01-01,111,525000,20
2021-01-01,120,658000,22
2021-01-01,110,460000,19
2021-01-01,145,580000,33
2021-01-01,146,770000,33
2021-01-01,141,650000,23
2021-01-01,143,680000,23
2021-01-01,140,730000,22
2021-01-01,140,760000,22
2021-01-01,130,790000,19
2021-01-01,144,540000,33
2021-01-01,130,650000,20
2021-01-01,73,418000,47
2021-01-01,73,415000,47
2021-01-01,73,430000,47
2021-01-01,91,448000,47
2021-01-01,104,643800,33
2021-01-01,104,650000,33
2021-01-01,120,828000,47
2021-01-01,122,826000,33
2021-01-01,146,970000,32
2021-01-01,145,920000,33
2021-01-01,145,930000,32
2021-01-01,150,928000,33
2021-01-01,53,255000,50
2021-01-01,74,390000,44
2021-01-01,66,390000,38
2021-01-01,67,405000,47
2021-01-01,56,317000,47
2021-01-01,60,426000,41
2021-01-01,65,375000,46
2021-01-01,72,420000,36
2021-01-01,72,378000,36
2021-01-01,60,420000,43
2021-01-01,82,480000,39
2021-01-01,93,920000,10
2021-01-01,85,480000,19
2021-01-01,85,480000,19
2021-01-01,103,595000,37
2021-01-01,107,980000,10
2021-01-01,105,1128000,10
2021-01-01,106,1033000,10
2021-01-01,108,1050000,10
2021-01-01,105,1120000,10
2021-01-01,105,582888,19
2021-01-01,105,628000,19
2021-01-01,105,665000,18
2021-01-01,47,230000,4
2021-01-01,67,350000,4
2021-01-01,67,340000,8
2021-01-01,68,357500,4
2021-01-01,68,370000,4
2021-01-01,67,275000,43
2021-01-01,68,365888,6
2021-01-01,73,300018,32
2021-01-01,82,308000,42
2021-01-01,92,480000,4
2021-01-01,92,470000,4
2021-01-01,92,465000,4
2021-01-01,92,457000,4
2021-01-01,92,440000,4
2021-01-01,92,441000,4
2021-01-01,104,404000,32
2021-01-01,92,435000,4
2021-01-01,105,370000,28
2021-01-01,92,451000,4
2021-01-01,106,340000,29
2021-01-01,104,390000,28
2021-01-01,103,350000,28
2021-01-01,104,350000,28
2021-01-01,104,400000,29
2021-01-01,105,445000,28
2021-01-01,104,351000,29
2021-01-01,105,400000,28
2021-01-01,93,442000,5
2021-01-01,93,456000,5
2021-01-01,101,375000,22
2021-01-01,93,420000,5
2021-01-01,93,410000,5
2021-01-01,93,428000,5
2021-01-01,93,445000,5
2021-01-01,93,455000,5
2021-01-01,93,438000,5
2021-01-01,101,370000,22
2021-01-01,93,480000,4
2021-01-01,93,480000,4
2021-01-01,93,480000,4
2021-01-01,93,433000,4
2021-01-01,93,430000,4
2021-01-01,93,500000,4
2021-01-01,91,368000,18
2021-01-01,104,380000,22
2021-01-01,103,410000,22
2021-01-01,104,402300,28
2021-01-01,115,425000,31
2021-01-01,113,450000,23
2021-01-01,113,455000,23
2021-01-01,107,400000,25
2021-01-01,108,352500,27
2021-01-01,92,488888,6
2021-01-01,109,415000,26
2021-01-01,92,430000,6
2021-01-01,107,396000,26
2021-01-01,104,418000,25
2021-01-01,100,380000,24
2021-01-01,100,462000,23
2021-01-01,100,375000,24
2021-01-01,93,455000,4
2021-01-01,93,420000,4
2021-01-01,93,430000,4
2021-01-01,93,488000,4
2021-01-01,93,440000,4
2021-01-01,104,410000,32
2021-01-01,92,335000,42
2021-01-01,95,338000,40
2021-01-01,91,330000,40
2021-01-01,125,445000,28
2021-01-01,112,525000,4
2021-01-01,122,450000,22
2021-01-01,121,475000,22
2021-01-01,123,428000,21
2021-01-01,123,445000,21
2021-01-01,120,422000,24
2021-01-01,113,540000,5
2021-01-01,113,540000,5
2021-01-01,116,420000,22
2021-01-01,113,570000,5
2021-01-01,113,535000,5
2021-01-01,113,525000,5
2021-01-01,110,420000,19
2021-01-01,110,400000,19
2021-01-01,110,383888,19
2021-01-01,110,418000,18
2021-01-01,122,430000,22
2021-01-01,110,398000,18
2021-01-01,122,465000,22
2021-01-01,110,373000,19
2021-01-01,124,530000,22
2021-01-01,110,418000,18
2021-01-01,110,420000,18
2021-01-01,123,480000,28
2021-01-01,110,385000,18
2021-01-01,132,600000,24
2021-01-01,111,418000,18
2021-01-01,126,495000,26
2021-01-01,127,455000,27
2021-01-01,129,495000,27
2021-01-01,125,451000,26
2021-01-01,132,490000,27
2021-01-01,121,470000,25
2021-01-01,132,530000,25
2021-01-01,131,510000,25
2021-01-01,121,509000,23
2021-01-01,119,415000,42
2021-01-01,149,600000,31
2021-01-01,142,500000,21
2021-01-01,142,548000,21
2021-01-01,141,540000,22
2021-01-01,142,680000,23
2021-01-01,147,593000,25
2021-01-01,144,590000,25
2021-01-01,142,620000,23
2021-01-01,142,565000,32
2021-01-01,49,306000,8
2021-01-01,67,287000,43
2021-01-01,82,405000,43
2021-01-01,67,316000,43
2021-01-01,67,330000,43
2021-01-01,67,345000,43
2021-01-01,67,318888,43
2021-01-01,82,370000,43
2021-01-01,67,375000,43
2021-01-01,81,368888,43
2021-01-01,68,368888,41
2021-01-01,82,375000,41
2021-01-01,60,543000,7
2021-01-01,60,538888,7
2021-01-01,67,320000,41
2021-01-01,67,298000,42
2021-01-01,67,305000,41
2021-01-01,60,518000,7
2021-01-01,67,278000,42
2021-01-01,67,338000,42
2021-01-01,67,290000,42
2021-01-01,74,302000,38
2021-01-01,74,308000,38
2021-01-01,82,318000,42
2021-01-01,68,283000,41
2021-01-01,68,280000,41
2021-01-01,67,275000,41
2021-01-01,68,338000,41
2021-01-01,68,285000,41
2021-01-01,68,298000,41
2021-01-01,67,296000,41
2021-01-01,82,320000,41
2021-01-01,67,278000,41
2021-01-01,82,330000,41
2021-01-01,97,445000,43
2021-01-01,100,738888,8
2021-01-01,92,512000,43
2021-01-01,92,400000,43
2021-01-01,86,585000,19
2021-01-01,85,635000,19
2021-01-01,91,710000,19
2021-01-01,94,880000,3
2021-01-01,82,755000,7
2021-01-01,82,745000,7
2021-01-01,80,775000,7
2021-01-01,91,536000,42
2021-01-01,82,770000,7
2021-01-01,92,418000,42
2021-01-01,82,748000,7
2021-01-01,82,785000,7
2021-01-01,82,777000,7
2021-01-01,82,715000,7
2021-01-01,104,550000,37
2021-01-01,103,430000,38
2021-01-01,92,375000,41
2021-01-01,93,415000,36
2021-01-01,92,405000,43
2021-01-01,125,580000,43
2021-01-01,113,913000,8
2021-01-01,117,740000,43
2021-01-01,112,1080000,3
2021-01-01,110,798000,15
2021-01-01,105,975888,7
2021-01-01,105,890000,7
2021-01-01,105,928000,7
2021-01-01,121,430000,42
2021-01-01,150,775000,36
2021-01-01,149,800000,36
2021-01-01,147,760000,37
2021-01-01,146,816000,37
2021-01-01,45,198000,50
2021-01-01,65,290000,46
2021-01-01,67,280000,41
2021-01-01,67,270000,43
2021-01-01,60,230000,54
2021-01-01,67,518000,5
2021-01-01,56,235000,52
2021-01-01,67,535000,5
2021-01-01,56,229000,52
2021-01-01,67,506000,5
2021-01-01,56,217000,52
2021-01-01,61,255000,52
2021-01-01,56,230000,52
2021-01-01,67,565000,5
2021-01-01,67,515000,5
2021-01-01,70,305000,44
2021-01-01,60,478000,14
2021-01-01,65,315000,45
2021-01-01,65,333800,45
2021-01-01,65,320000,45
2021-01-01,56,305000,52
2021-01-01,67,260000,49
2021-01-01,68,297000,41
2021-01-01,58,220000,49
2021-01-01,58,235000,49
2021-01-01,82,482000,40
2021-01-01,76,290000,44
2021-01-01,68,480000,5
2021-01-01,63,290000,21
2021-01-01,64,305000,21
2021-01-01,64,303000,36
2021-01-01,97,460000,36
2021-01-01,92,515000,40
2021-01-01,93,720000,5
2021-01-01,93,768000,5
2021-01-01,93,768000,5
2021-01-01,93,740000,5
2021-01-01,91,418000,44
2021-01-01,91,430000,44
2021-01-01,91,445000,43
2021-01-01,109,555000,38
2021-01-01,92,530000,39
2021-01-01,91,460000,39
2021-01-01,92,478000,45
2021-01-01,92,470000,45
2021-01-01,93,710000,16
2021-01-01,91,375000,41
2021-01-01,95,720000,21
2021-01-01,95,650000,21
2021-01-01,95,735000,21
2021-01-01,84,390000,36
2021-01-01,84,366000,36
2021-01-01,137,720000,25
2021-01-01,120,850000,23
2021-01-01,140,935000,38
2021-01-01,140,980000,38
2021-01-01,110,795000,15
2021-01-01,118,680000,45
2021-01-01,118,660000,45
2021-01-01,124,580000,31
2021-01-01,122,585000,32
2021-01-01,121,518000,35
2021-01-01,146,668000,35
2021-01-01,149,905000,36
2021-01-01,47,233000,6
2021-01-01,82,350000,40
2021-01-01,66,275000,39
2021-01-01,67,305000,40
2021-01-01,81,350000,37
2021-01-01,67,270000,39
2021-01-01,59,260000,46
2021-01-01,59,238000,46
2021-01-01,67,266000,39
2021-01-01,60,260000,34
2021-01-01,64,278888,35
2021-01-01,69,305000,36
2021-01-01,69,315000,36
2021-01-01,69,330000,36
2021-01-01,64,305000,33
2021-01-01,60,265000,36
2021-01-01,70,305000,35
2021-01-01,67,495000,7
2021-01-01,85,400000,18
2021-01-01,93,495000,6
2021-01-01,85,388000,17
2021-01-01,85,360000,17
2021-01-01,108,413000,37
2021-01-01,101,428000,24
2021-01-01,104,433000,29
2021-01-01,84,410000,35
2021-01-01,93,371000,35
2021-01-01,82,315000,46
2021-01-01,89,350000,36
2021-01-01,85,350000,32
2021-01-01,101,399000,24
2021-01-01,84,350000,35
2021-01-01,104,398000,38
2021-01-01,98,373000,37
2021-01-01,103,443000,31
2021-01-01,84,365000,35
2021-01-01,104,383000,34
2021-01-01,84,370000,34
2021-01-01,84,392000,35
2021-01-01,105,452000,29
2021-01-01,101,388000,22
2021-01-01,100,478888,24
2021-01-01,104,590000,29
2021-01-01,103,420000,29
2021-01-01,103,415000,29
2021-01-01,103,408000,29
2021-01-01,100,400000,23
2021-01-01,84,352000,34
2021-01-01,100,400000,23
2021-01-01,100,368000,23
2021-01-01,105,359000,36
2021-01-01,105,400000,36
2021-01-01,106,355000,36
2021-01-01,92,478888,6
2021-01-01,92,500000,7
2021-01-01,92,465000,6
2021-01-01,92,460000,6
2021-01-01,93,490000,6
2021-01-01,92,580000,7
2021-01-01,92,510000,5
2021-01-01,92,525000,5
2021-01-01,95,625000,5
2021-01-01,95,580000,5
2021-01-01,92,505000,5
2021-01-01,110,452500,18
2021-01-01,110,480000,18
2021-01-01,110,445000,18
2021-01-01,110,428000,17
2021-01-01,110,458000,17
2021-01-01,142,760000,37
2021-01-01,142,817000,37
2021-01-01,121,535000,35
2021-01-01,133,768000,29
2021-01-01,121,530000,35
2021-01-01,121,435000,37
2021-01-01,135,580000,38
2021-01-01,121,550000,33
2021-01-01,127,488888,38
2021-01-01,121,425000,36
2021-01-01,120,610000,29
2021-01-01,132,528000,31
2021-01-01,121,500000,34
2021-01-01,121,430000,22
2021-01-01,121,523800,22
2021-01-01,121,545000,32
2021-01-01,120,538888,22
2021-01-01,120,515000,23
2021-01-01,116,500000,22
2021-01-01,140,625000,36
2021-01-01,109,718000,7
2021-01-01,112,555888,6
2021-01-01,113,650000,6
2021-01-01,115,750000,5
2021-01-01,115,730000,5
2021-01-01,146,720000,34
2021-01-01,156,638888,35
2021-01-01,139,670000,24
2021-01-01,154,720000,34
2021-01-01,151,670000,34
2021-01-01,148,615000,34
2021-01-01,146,645000,34
2021-01-01,137,525000,22
2021-01-01,137,575000,22
2021-01-01,137,760000,24
2021-01-01,135,888000,24
2021-01-01,148,720000,37
2021-01-01,150,805000,37
2021-01-01,148,868000,29
2021-01-01,148,760000,29
2021-01-01,143,698888,29
2021-01-01,141,682200,22
2021-01-01,137,565000,22
2021-01-01,67,295000,40
2021-01-01,67,300000,37
2021-01-01,67,333000,38
2021-01-01,67,295000,38
2021-01-01,70,275000,38
2021-01-01,77,265888,44
2021-01-01,67,380000,5
2021-01-01,67,361000,5
2021-01-01,67,360000,5
2021-01-01,72,388000,8
2021-01-01,67,365000,5
2021-01-01,72,340000,8
2021-01-01,67,375000,5
2021-01-01,104,420000,38
2021-01-01,94,450000,40
2021-01-01,94,420666,40
2021-01-01,95,465000,38
2021-01-01,91,373000,40
2021-01-01,95,358000,38
2021-01-01,94,320000,38
2021-01-01,104,385000,37
2021-01-01,92,500000,5
2021-01-01,87,468000,8
2021-01-01,83,335000,34
2021-01-01,92,530000,5
2021-01-01,92,528000,5
2021-01-01,101,530000,23
2021-01-01,135,500000,36
2021-01-01,120,550000,39
2021-01-01,135,618888,28
2021-01-01,121,485000,38
2021-01-01,117,500000,42
2021-01-01,104,375000,42
2021-01-01,120,513000,23
2021-01-01,123,690000,22
