"year","household_size","house_category","flat_price"
2020,"4-member","3-room",476385.5068
2020,"4-member","2-room",450011.1252
2020,"4-member","2-room",347586.4787
2020,"1-member","5-room",677463.8664
2020,"2-member","3Gen",833804.9373
2020,"1-member","4-room",585977.7171
2020,"2-member","5-room",686886.1342
2020,"5-member","2-room",402655.6575
2020,"3-member","3-room",487921.6104
2020,"2-member","4-room",576755.8911
2020,"5-member","3-room",517684.5765
2020,"1-member","3-room",525817.6544
2020,"5-member","5-room",671463.6331
2020,"4-member","2-room",342366.0346
2020,"3-member","4-room",599695.9839
2020,"2-member","3Gen",800796.4668
2020,"1-member","5-room",678542.2098
2020,"4-member","4-room",582708.0138
2020,"2-member","3-room",497978.0556
2020,"5-member","3-room",482036.2366
2020,"2-member","Executive",877056.8041
2020,"5-member","4-room",632010.5949
2020,"2-member","Executive",842012.1662
2020,"3-member","5-room",727650.87
2020,"2-member","3-room",464011.3046
2020,"3-member","5-room",683759.8988
2020,"4-member","4-room",632756.6227
2020,"4-member","3-room",440901.3042
2020,"1-member","5-room",690799.245
2020,"3-member","3Gen",773668.2955
2020,"5-member","3-room",474839.4938
2020,"3-member","4-room",581132.393
2020,"2-member","2-room",451620.3526
2020,"6-member","2-room",416104.2472
2020,"3-member","5-room",688359.4802
2020,"2-member","3-room",475885.8414
2020,"2-member","4-room",597320.8829
2020,"4-member","3Gen",761016.4389
2020,"2-member","5-room",715977.7459
2020,"3-member","4-room",609066.6628
2020,"2-member","Executive",930685.951
2020,"4-member","4-room",587679.0783
2020,"5-member","3-room",529247.7205
2020,"3-member","5-room",712612.0526
2020,"4-member","4-room",582181.3742
2020,"3-member","5-room",680271.5577
2020,"1-member","3-room",494492.6986
2020,"5-member","5-room",660859.0532
2020,"3-member","3Gen",816650.8221
2020,"4-member","4-room",621943.7862
2020,"3-member","3-room",488045.0927
2020,"1-member","5-room",679651.1088
2020,"2-member","Executive",894195.514
2020,"4-member","5-room",707787.9562
2020,"6-member","5-room",708790.0067
2020,"2-member","4-room",617088.5737
2020,"3-member","5-room",708574.0759
2020,"3-member","5-room",673580.0902
2020,"2-member","5-room",710788.6138
2020,"1-member","4-room",588966.2402
2020,"5-member","2-room",430108.5075
2020,"4-member","3Gen",830716.094
2020,"1-member","3Gen",730098.3526
2020,"1-member","5-room",678623.474
2020,"5-member","4-room",637947.3807
2020,"2-member","3Gen",757257.7688
2020,"2-member","4-room",587324.3616
2020,"4-member","2-room",356363.4072
2020,"6-member","4-room",584387.388
2020,"2-member","3Gen",836655.9869
2020,"5-member","3-room",520239.4609
2020,"5-member","3-room",532902.9598
2020,"5-member","5-room",766012.6393
2020,"4-member","5-room",674879.7539
2020,"5-member","4-room",578509.3926
2020,"1-member","3-room",491562.5778
2020,"6-member","4-room",613395.5472
2020,"1-member","3-room",469620.6449
2020,"1-member","3-room",464472.1166
2020,"3-member","4-room",580176.995
2020,"3-member","2-room",438786.848
2020,"1-member","3Gen",785751.2626
2020,"3-member","3Gen",821238.1854
2020,"4-member","Executive",900390.4831
2020,"4-member","2-room",427854.0458
2020,"5-member","5-room",705399.2354
2020,"6-member","2-room",404026.4791
2020,"2-member","3-room",501969.2222
2020,"3-member","3-room",478780.3005
2020,"3-member","3-room",474744.6143
2020,"2-member","2-room",427571.4055
2020,"2-member","4-room",564198.6537
2020,"1-member","5-room",712713.905
2020,"4-member","5-room",726419.5662
2020,"3-member","2-room",399163.8763
2020,"2-member","4-room",628931.4856
2020,"3-member","4-room",645597.9711
2020,"3-member","2-room",446478.9462
2020,"2-member","Executive",898237.3533
2020,"3-member","3-room",514161.8735
2020,"1-member","2-room",395131.0882
2020,"1-member","3-room",476834.1496
2020,"3-member","Executive",887075.6624
2020,"3-member","3-room",562512.9976
2020,"4-member","Executive",933883.7169
2020,"5-member","4-room",587146.1418
2020,"3-member","4-room",565737.5196
2020,"3-member","3-room",508820.1122
2020,"4-member","5-room",693941.0797
2020,"4-member","2-room",387991.6895
2020,"2-member","5-room",682130.1129
2020,"1-member","2-room",402182.5914
2020,"4-member","3Gen",818400.5848
2020,"6-member","3-room",446479.2587
2020,"1-member","2-room",407091.1888
2020,"1-member","5-room",718455.9055
2020,"5-member","3-room",472384.9067
2020,"4-member","4-room",634997.8688
2020,"5-member","3Gen",817466.7676
2020,"4-member","Executive",909078.9872
2020,"4-member","4-room",629284.9233
2020,"6-member","5-room",702021.411
2020,"4-member","3Gen",816211.4862
2020,"5-member","4-room",590334.3597
2020,"6-member","3-room",486833.3884
2020,"3-member","Executive",922097.3576
2020,"2-member","3-room",520237.6323
2020,"5-member","3-room",497659.6627
2020,"3-member","5-room",705746.8821
2020,"1-member","3-room",495238.8537
2020,"4-member","4-room",575029.3435
2020,"1-member","3Gen",807575.6809
2020,"1-member","2-room",478354.1186
2020,"4-member","3Gen",854713.8228
2020,"5-member","5-room",689271.9088
2020,"4-member","3-room",498305.7482
2020,"2-member","2-room",449001.1308
2020,"2-member","4-room",609376.1113
2020,"1-member","5-room",656138.418
2020,"4-member","2-room",381752.7767
2020,"1-member","2-room",374669.7974
2020,"1-member","3Gen",800293.3097
2020,"6-member","4-room",601155.5039
2020,"5-member","5-room",657210.8844
2020,"1-member","5-room",693391.3986
2020,"3-member","3Gen",708493.0659
2020,"3-member","5-room",681593.1993
2020,"6-member","4-room",608852.0203
2020,"1-member","3Gen",808430.7042
2020,"1-member","5-room",658420.8978
2020,"4-member","3-room",528395.1148
2020,"4-member","Executive",905699.7472
2020,"4-member","3Gen",686794.8192
2020,"2-member","3Gen",833922.7094
2020,"5-member","3Gen",731057.867
2020,"1-member","3-room",514220.5455
2020,"4-member","5-room",720263.0294
2020,"1-member","3-room",439522.0613
2020,"4-member","3-room",507980.5949
2020,"1-member","3Gen",779753.4564
2020,"1-member","2-room",408660.8546
2020,"2-member","3-room",482122.2466
2020,"3-member","3Gen",807256.1101
2020,"6-member","3-room",519111.8188
2020,"2-member","5-room",727167.7308
2020,"2-member","4-room",585641.7258
2020,"5-member","5-room",670881.1676
2020,"3-member","5-room",719155.2299
2020,"1-member","Executive",916915.4728
2020,"4-member","2-room",413416.4925
2020,"1-member","4-room",622455.7626
2020,"6-member","4-room",597825.2268
2020,"4-member","2-room",425968.1444
2020,"3-member","Executive",878407.9236
2020,"4-member","3-room",532529.1989
2020,"2-member","2-room",411554
2020,"3-member","2-room",388616.5626
2020,"4-member","2-room",375172.0206
2020,"2-member","3Gen",837989.9769
2020,"5-member","5-room",659008.0069
2020,"2-member","3Gen",800978.0209
2020,"5-member","3Gen",790792.3517
2020,"4-member","3-room",498489.8629
2020,"6-member","3Gen",819492.1967
2020,"3-member","3-room",543598.7643
2020,"6-member","5-room",744991.9728
2020,"3-member","3-room",504691.599
2020,"3-member","5-room",720389.9133
2020,"3-member","2-room",391528.3706
2020,"5-member","3-room",486457.6548
2020,"3-member","4-room",579168.6465
2020,"1-member","2-room",386477.9343
2020,"4-member","2-room",403177.7737
2020,"2-member","2-room",379790.1037
2020,"2-member","2-room",397936.5579
2020,"3-member","5-room",668861.6366
2020,"3-member","4-room",588437.5861
2020,"2-member","3Gen",826240.0752
2020,"2-member","3Gen",801286.5366
2020,"5-member","5-room",708590.7203
2020,"3-member","4-room",594921.3942
2020,"6-member","3-room",518204.1191
2020,"1-member","4-room",564037.3919
2020,"2-member","5-room",716605.3934
2020,"4-member","3-room",530019.206
2020,"2-member","4-room",585593.9252
2020,"4-member","3-room",511318.3665
2020,"2-member","2-room",423844.2788
2020,"2-member","Executive",873190.3025
2020,"2-member","2-room",371671.8828
2020,"4-member","3Gen",783967.1277
2020,"1-member","5-room",675032.701
2020,"4-member","5-room",694528.6313
2020,"2-member","5-room",670851.0516
2020,"4-member","2-room",436426.4123
2020,"4-member","4-room",611347.27
2020,"6-member","4-room",589490.4771
2020,"5-member","3-room",524660.2254
2020,"5-member","4-room",619244.59
2020,"3-member","5-room",717836.3763
2020,"4-member","3-room",492945.5691
2020,"4-member","4-room",579535.1734
2020,"2-member","4-room",636886.6209
2020,"4-member","2-room",399695.9393
2020,"2-member","4-room",586752.6343
2020,"4-member","3-room",495950.1788
2020,"2-member","2-room",413229.6723
2020,"3-member","3-room",482213.1387
2020,"2-member","3Gen",743419.1359
2020,"2-member","3-room",492161.0048
2020,"1-member","5-room",674245.8726
2020,"1-member","4-room",617010.0383
2020,"4-member","2-room",397816.5262
2020,"2-member","3-room",508633.4231
2020,"2-member","Executive",898731.1094
2020,"4-member","3-room",469395.188
2020,"5-member","5-room",694611.7263
2020,"4-member","2-room",375189.5421
2020,"6-member","3-room",544511.782
2020,"6-member","Executive",888660.2955
2020,"2-member","4-room",601392.5098
2020,"6-member","4-room",567867.1464
2020,"5-member","4-room",615354.5112
2020,"4-member","2-room",403498.5298
2020,"1-member","4-room",646833.5072
2020,"5-member","5-room",685368.0175
2020,"3-member","3-room",513955.0322
2020,"4-member","5-room",705035.3053
2020,"4-member","2-room",450895.5731
2020,"3-member","5-room",715468.5735
2020,"2-member","2-room",377343.2383
2020,"5-member","3-room",512249.4705
2020,"1-member","5-room",710090.8271
2020,"1-member","3Gen",804954.4268
2020,"6-member","5-room",686560.8139
2020,"4-member","2-room",379370.9261
2020,"1-member","4-room",599567.1627
2020,"2-member","Executive",986037.1551
2020,"3-member","4-room",652994.6002
2020,"6-member","3-room",474783.3517
2020,"2-member","Executive",901302.9243
2020,"2-member","Executive",818161.216
2020,"1-member","4-room",565374.6005
2020,"4-member","2-room",386172.5864
2020,"1-member","2-room",402421.502
2020,"5-member","3-room",492074.996
2020,"2-member","4-room",580622.8716
2020,"3-member","4-room",603601.6243
2020,"4-member","3-room",452649.9283
2020,"1-member","2-room",388118.3512
2020,"2-member","4-room",508579.6561
2020,"1-member","4-room",540306.8378
2020,"4-member","3-room",564346.5278
2020,"4-member","5-room",704503.6768
2020,"1-member","3-room",488718.5634
2020,"1-member","3-room",521564.3613
2020,"4-member","2-room",414908.0423
2020,"2-member","2-room",388600.4582
2020,"3-member","4-room",624783.6159
2020,"2-member","4-room",567056.0572
2020,"4-member","2-room",413118.4075
2020,"2-member","3-room",495763.1406
2020,"3-member","4-room",599928.3173
2020,"5-member","2-room",358527.168
2020,"3-member","4-room",630151.9563
2020,"3-member","4-room",598334.1066
2020,"4-member","4-room",608906.2853
2020,"2-member","5-room",677837.5914
2020,"6-member","5-room",680266.2309
2020,"2-member","3Gen",809078.7555
2020,"2-member","5-room",691790.6779
2020,"6-member","4-room",573624.7438
2020,"2-member","4-room",622628.8248
2020,"4-member","2-room",405661.2379
2020,"3-member","3-room",469229.1143
2020,"2-member","4-room",599319.178
2020,"1-member","Executive",965388.5791
2020,"1-member","4-room",608399.7068
2020,"1-member","5-room",708845.8287
2020,"2-member","Executive",858575.7617
2020,"4-member","2-room",395674.6127
2020,"3-member","3-room",476286.0389
2020,"3-member","5-room",595514.3272
2020,"1-member","5-room",701634.4966
2020,"4-member","4-room",564846.9627
2020,"4-member","4-room",593523.9044
2020,"2-member","3-room",499605.0368
2020,"5-member","5-room",565771.8581
2020,"3-member","3-room",497447.5433
2020,"1-member","3Gen",808123.3918
2020,"3-member","2-room",421885.4971
2020,"6-member","4-room",587810.9131
2020,"4-member","5-room",672760.8064
2020,"3-member","5-room",773450.2775
2020,"2-member","3-room",496293.6821
2020,"4-member","4-room",612005.65
2020,"1-member","3Gen",781702.5829
2020,"6-member","4-room",601225.4194
2020,"2-member","Executive",842961.0918
2020,"2-member","2-room",409931.7596
2020,"4-member","3-room",465597.3785
2020,"2-member","2-room",356032.8532
2020,"5-member","5-room",702781.9721
2020,"2-member","5-room",745143.3866
2020,"6-member","2-room",419045.6538
2020,"5-member","2-room",387619.7518
2020,"3-member","3Gen",794103.2625
2020,"5-member","3-room",512865.712
2020,"5-member","2-room",395772.0052
2020,"6-member","5-room",700422.3479
2020,"3-member","3-room",494164.7224
2020,"1-member","Executive",896361.6546
2020,"4-member","4-room",590978.805
2020,"6-member","4-room",639148.8382
2020,"1-member","5-room",654387.188
2020,"4-member","3-room",475247.3423
2020,"3-member","3Gen",720570.6501
2020,"3-member","4-room",593337.5688
2020,"1-member","5-room",646401.8288
2020,"2-member","2-room",411473.076
2020,"2-member","3Gen",750938.4014
2020,"2-member","3Gen",828760.4123
2020,"1-member","3-room",513187.6191
2020,"3-member","5-room",749574.3492
2020,"2-member","5-room",725795.6789
2020,"3-member","5-room",717961.9107
2020,"1-member","5-room",698547.46
2020,"1-member","5-room",717515.4847
2020,"3-member","2-room",448132.1758
2020,"2-member","4-room",586641.0922
2020,"3-member","4-room",583073.1823
2020,"5-member","4-room",634660.8008
2020,"4-member","3-room",508208.2743
2020,"4-member","4-room",591093.0136
2020,"1-member","Executive",926331.1982
2020,"3-member","5-room",693334.6834
2020,"5-member","3-room",539911.6971
2020,"3-member","3-room",489828.0922
2020,"2-member","5-room",687761.9314
2020,"4-member","3Gen",771498.8493
2020,"2-member","3Gen",792572.5938
2020,"2-member","4-room",604496.3306
2020,"3-member","3Gen",787628.504
2020,"3-member","4-room",559756.8125
2020,"5-member","3-room",521418.2124
2020,"2-member","3Gen",778732.9456
2020,"5-member","2-room",390422.6468
2020,"1-member","Executive",908094.9035
2020,"2-member","5-room",676734.9079
2020,"3-member","3-room",495544.4619
2020,"4-member","3-room",499949.1683
2020,"2-member","4-room",593697.0275
2020,"3-member","2-room",375770.5966
2020,"5-member","4-room",540391.9175
2020,"4-member","5-room",677504.7321
2020,"3-member","5-room",685480.3921
2020,"4-member","3Gen",809432.5115
2020,"3-member","5-room",692160.0736
2020,"2-member","4-room",577595.9537
2020,"3-member","Executive",875239.1516
2020,"4-member","3Gen",855964.5235
2020,"3-member","4-room",641410.2408
2020,"4-member","2-room",379527.0367
2020,"2-member","4-room",616962.4167
2020,"1-member","5-room",709215.8675
2020,"2-member","3-room",528377.6673
2020,"4-member","2-room",374176.267
2020,"2-member","Executive",912661.8928
2020,"5-member","3-room",544049.6168
2020,"1-member","3Gen",822191.3983
2020,"6-member","3Gen",775374.1057
2020,"3-member","5-room",713851.5317
2020,"4-member","Executive",923104.4952
2020,"5-member","5-room",689494.0402
2020,"2-member","3-room",500206.3504
2020,"2-member","5-room",717764.1591
2020,"2-member","3-room",526789.7395
2020,"4-member","3-room",539767.2345
2020,"4-member","2-room",412634.0809
2020,"4-member","4-room",606343.218
2020,"3-member","2-room",402062.013
2020,"4-member","3-room",526011.2488
2020,"2-member","3Gen",734278.3561
2020,"2-member","4-room",585246.3826
2020,"3-member","3Gen",783856.918
2020,"1-member","4-room",617058.5967
2020,"1-member","3-room",504156.8372
2020,"4-member","2-room",415557.8652
2020,"5-member","4-room",603119.0286
2020,"3-member","Executive",904759.4056
2020,"2-member","3Gen",806873.8786
2020,"3-member","3Gen",840183.3921
2020,"4-member","Executive",938772.3739
2020,"1-member","2-room",410065.311
2020,"2-member","Executive",865768.2139
2020,"2-member","3Gen",778592.2608
2020,"4-member","4-room",574292.5122
2020,"2-member","2-room",421050.2969
2020,"4-member","3-room",496340.3727
2020,"3-member","2-room",364751.8119
2020,"1-member","3Gen",775496.2005
2020,"2-member","3Gen",776172.4301
2020,"1-member","5-room",713946.8533
2020,"6-member","3-room",493333.051
2020,"6-member","Executive",942909.6484
2020,"1-member","4-room",616802.9962
2020,"6-member","3Gen",788128.7188
2020,"2-member","4-room",595359.7393
2020,"4-member","3-room",473678.2318
2020,"5-member","2-room",385216.1288
2020,"3-member","4-room",599512.4709
2020,"3-member","Executive",851203.5919
2020,"5-member","4-room",592765.2943
2020,"5-member","3-room",441530.068
2020,"2-member","5-room",730886.947
2020,"1-member","3Gen",801356.4025
2020,"3-member","Executive",872078.1246
2020,"3-member","3Gen",793162.8292
2020,"4-member","4-room",581252.2233
2020,"1-member","3-room",476796.7293
2020,"5-member","4-room",591789.163
2020,"1-member","4-room",607417.9947
2020,"4-member","4-room",575484.4613
2020,"5-member","3-room",513911.9186
2020,"3-member","4-room",583147.028
2020,"3-member","5-room",674455.8556
2020,"2-member","3Gen",817559.4139
2020,"6-member","5-room",681051.9297
2020,"3-member","4-room",611394.3146
2020,"2-member","4-room",591382.8775
2020,"3-member","3Gen",780428.3446
2020,"4-member","Executive",942187.1458
2020,"3-member","3-room",426900.1442
2020,"5-member","Executive",949970.319
2020,"6-member","4-room",617307.0888
2020,"4-member","Executive",902081.9543
2020,"4-member","5-room",729161.6405
2020,"3-member","3-room",473835.0825
2020,"3-member","3Gen",814345.0669
2020,"5-member","Executive",813738.4644
2020,"3-member","5-room",650185.9486
2020,"1-member","3-room",516804.0044
2020,"6-member","5-room",680111.0974
2020,"4-member","3-room",488964.0822
2020,"3-member","2-room",387370.2781
2020,"4-member","4-room",574870.7385
2020,"4-member","2-room",418516.8102
2020,"2-member","5-room",679992.0294
2020,"4-member","5-room",667582.1041
2020,"3-member","Executive",919773.7712
2020,"3-member","3-room",506523.751
2020,"3-member","3-room",462336.3264
2020,"4-member","4-room",524633.0356
2020,"1-member","5-room",716156.6845
2020,"6-member","2-room",412273.2268
2020,"3-member","5-room",712691.934
2020,"2-member","2-room",421628.6921
2020,"2-member","4-room",606145.1549
2020,"4-member","4-room",626480.4745
2020,"2-member","2-room",411972.5752
2020,"1-member","3Gen",858186.568
2020,"3-member","5-room",702808.3626
2020,"4-member","Executive",873050.96
2020,"1-member","3-room",480147.1734
2020,"3-member","5-room",680577.4145
2020,"5-member","4-room",604545.1413
2020,"4-member","5-room",695062.8306
2020,"3-member","2-room",374753.1523
2020,"3-member","2-room",363789.9864
2020,"6-member","2-room",427788.766
2020,"4-member","4-room",550859.6501
2020,"2-member","4-room",545805.2016
2020,"4-member","Executive",859573.0064
2020,"3-member","4-room",600632.2658
2020,"2-member","Executive",873931.3284
2020,"4-member","4-room",564995.9208
2020,"2-member","4-room",624147.5476
2020,"3-member","Executive",915048.8563
2020,"1-member","4-room",641613.481
2020,"2-member","3-room",451145.586
2020,"3-member","3-room",508447.5267
2020,"3-member","2-room",415209.7843
2020,"3-member","3-room",476347.5618
2020,"4-member","3Gen",744559.8371
2020,"2-member","Executive",881228.3522
2020,"5-member","3Gen",829697.8345
2020,"2-member","5-room",724444.6548
2020,"3-member","5-room",711473.5892
2020,"2-member","4-room",624064.6141
2020,"1-member","5-room",696733.4998
2020,"4-member","4-room",553062.9216
2020,"6-member","3Gen",791855.2323
2020,"5-member","3Gen",820858.4414
2020,"2-member","3-room",471707.484
2020,"1-member","5-room",683746.1417
2020,"5-member","2-room",352916.272
2020,"2-member","2-room",363835.7621
2020,"3-member","2-room",358268.4007
2020,"3-member","5-room",695524.1721
2020,"1-member","5-room",684856.816
2020,"2-member","4-room",619867.3266
2020,"3-member","3-room",447467.0311
2020,"2-member","3Gen",820923.1281
2020,"3-member","5-room",688343.3627
2020,"3-member","3-room",526110.501
2020,"2-member","3Gen",813314.7576
2020,"2-member","5-room",687831.0226
2020,"5-member","Executive",863870.415
2020,"5-member","4-room",612527.981
2020,"6-member","4-room",583357.6797
2020,"5-member","5-room",654003.3016
2020,"2-member","3-room",464626.7482
2020,"3-member","3-room",480775.6437
2020,"4-member","3Gen",775288.7124
2020,"2-member","3-room",508098.809
2020,"1-member","3-room",520106.5419
2020,"3-member","4-room",557486.0746
2020,"3-member","3-room",538378.2121
2020,"6-member","Executive",900407.1921
2020,"5-member","3-room",543380.0885
2020,"2-member","4-room",598178.5026
2020,"3-member","3-room",509489.2124
2020,"5-member","2-room",385285.9526
2020,"4-member","4-room",548819.5541
2020,"5-member","2-room",447703.7528
2020,"2-member","4-room",522856.1929
2020,"3-member","5-room",681777.9347
2020,"4-member","Executive",919340.3285
2020,"1-member","4-room",644077.8584
2020,"6-member","3-room",496163.0594
2020,"3-member","2-room",379648.2378
2020,"2-member","Executive",948551.6154
2020,"3-member","5-room",731384.4278
2020,"4-member","4-room",566055.0557
2020,"1-member","4-room",593497.6001
2020,"2-member","4-room",621018.9171
2020,"1-member","2-room",342420.5589
2020,"2-member","2-room",355133.5834
2020,"3-member","4-room",603834.5666
2020,"1-member","5-room",697388.6028
2020,"2-member","3-room",484631.6615
2020,"3-member","Executive",908813.4925
2020,"3-member","Executive",881429.0427
2020,"4-member","3-room",541375.215
2020,"4-member","5-room",741430.9973
2020,"1-member","5-room",662821.258
2020,"5-member","2-room",398212.9314
2020,"4-member","2-room",393581.7098
2020,"4-member","4-room",591295.7947
2020,"4-member","5-room",680107.8902
2020,"2-member","5-room",677766.5852
2020,"6-member","5-room",745761.5189
2020,"2-member","Executive",871038.5738
2020,"4-member","3Gen",794270.3014
2020,"4-member","2-room",404134.3993
2020,"2-member","4-room",583912.7748
2020,"4-member","Executive",903643.6607
2020,"6-member","3Gen",823583.1104
2020,"6-member","2-room",383702.8444
2020,"2-member","4-room",610892.4216
2020,"5-member","3-room",538237.7781
2020,"4-member","Executive",922067.9095
2020,"4-member","Executive",893712.5374
2020,"3-member","2-room",426242.2182
2020,"4-member","4-room",599020.8091
2020,"5-member","3-room",486867.9765
2020,"5-member","3-room",457498.9383
2020,"2-member","3-room",526242.5833
2020,"1-member","2-room",389524.5035
2020,"6-member","3-room",487931.8981
2020,"5-member","4-room",591698.1085
2020,"1-member","3-room",451169.0203
2020,"3-member","2-room",393959.8569
2020,"4-member","3Gen",831245.9957
2020,"6-member","3-room",505613.3874
2020,"2-member","5-room",672609.1045
2020,"3-member","3-room",522668.8088
2020,"3-member","3-room",504005.8633
2020,"6-member","Executive",896708.9934
2020,"3-member","Executive",911488.5027
2020,"3-member","3Gen",830398.7243
2020,"3-member","Executive",849963.1738
2020,"2-member","4-room",589187.8515
2020,"3-member","4-room",569164.6927
2020,"3-member","Executive",869452.8893
2020,"6-member","5-room",771953.0577
2020,"3-member","3-room",551723.6834
2020,"4-member","5-room",700310.4318
2020,"6-member","5-room",708365.5452
2020,"4-member","4-room",572449.5287
2020,"3-member","3-room",473877.5448
2020,"5-member","2-room",454227.0402
2020,"1-member","3Gen",780829.7924
2020,"1-member","2-room",347400.7196
2020,"2-member","2-room",378128.6605
2020,"5-member","2-room",382192.1176
2020,"2-member","3Gen",776221.6264
2020,"3-member","Executive",836665.6942
2020,"2-member","Executive",920308.0615
2020,"4-member","3-room",492088.9509
2020,"1-member","5-room",736695.8148
2020,"2-member","5-room",689333.3245
2020,"1-member","5-room",722019.2638
2020,"3-member","4-room",591063.1579
2020,"5-member","4-room",568398.1209
2020,"1-member","3Gen",818425.4495
2020,"5-member","Executive",937238.5338
2020,"5-member","2-room",431618.7757
2020,"2-member","3-room",466360.4007
2020,"5-member","3Gen",771970.1995
2020,"4-member","2-room",411459.0396
2020,"1-member","5-room",702267.1818
2020,"4-member","3-room",513561.149
2020,"3-member","5-room",550325.1102
2020,"3-member","4-room",584443.3326
2020,"1-member","2-room",385437.7191
2020,"2-member","2-room",396794.2043
2020,"1-member","Executive",853922.8951
2020,"3-member","3-room",524609.1585
2020,"1-member","5-room",717822.793
2020,"3-member","2-room",387888.6843
2020,"3-member","3-room",529352.581
2020,"2-member","3-room",496136.7422
2020,"4-member","2-room",410357.2761
2020,"3-member","2-room",373330.4811
2020,"1-member","3-room",498052.7251
2020,"3-member","5-room",724714.8249
2020,"2-member","3Gen",783174.3821
2020,"3-member","4-room",614661.1291
2020,"3-member","5-room",685987.9148
2020,"1-member","5-room",724944.7417
2020,"2-member","4-room",536340.842
2020,"4-member","2-room",445915.55
2020,"3-member","5-room",720943.2431
2020,"2-member","2-room",375001.3225
2020,"1-member","2-room",401923.5847
2020,"5-member","2-room",390822.3428
2020,"2-member","3-room",540358.8232
2020,"2-member","3Gen",825273.4145
2020,"6-member","5-room",710874.6478
2020,"1-member","4-room",546235.546
2020,"5-member","4-room",598794.4152
2020,"4-member","Executive",851116.1073
2020,"5-member","3Gen",792159.254
2020,"4-member","3Gen",797736.5349
2020,"2-member","3-room",509191.1221
2020,"2-member","5-room",646023.7212
2020,"5-member","5-room",705361.8608
2020,"5-member","Executive",912955.1723
2020,"2-member","Executive",866343.0479
2020,"2-member","2-room",436165.1749
2020,"2-member","5-room",689886.4569
2020,"6-member","5-room",723466.142
2020,"3-member","3Gen",818355.0186
2020,"1-member","3-room",485608.8445
2020,"5-member","3Gen",818152.3465
2020,"3-member","4-room",601350.2986
2020,"1-member","3-room",496285.825
2020,"4-member","3-room",430751.3573
2020,"2-member","4-room",620740.7959
2020,"6-member","4-room",575809.4043
2020,"3-member","5-room",732890.3607
2020,"3-member","3-room",459509.8998
2020,"2-member","3-room",520746.1817
2020,"5-member","4-room",610554.2721
2020,"1-member","Executive",873808.3272
2020,"4-member","3Gen",799607.5131
2020,"1-member","5-room",662041.0918
